Date and Time,Temp. (oF)
2010-07-16 01:00:00,23.88888888888889
2010-07-16 02:00:00,23.88888888888889
2010-07-16 03:00:00,24.444444444444443
2010-07-16 04:00:00,23.88888888888889
2010-07-16 05:00:00,23.88888888888889
2010-07-16 06:00:00,22.77777777777778
2010-07-16 07:00:00,23.333333333333332
2010-07-16 08:00:00,25.0
2010-07-16 09:00:00,27.22222222222222
2010-07-16 10:00:00,28.88888888888889
2010-07-16 11:00:00,30.555555555555557
2010-07-16 12:00:00,31.666666666666668
2010-07-16 13:00:00,32.77777777777778
2010-07-16 14:00:00,33.333333333333336
2010-07-16 15:00:00,34.44444444444444
2010-07-16 16:00:00,34.44444444444444
2010-07-16 17:00:00,33.888888888888886
2010-07-16 18:00:00,30.555555555555557
2010-07-16 19:00:00,28.333333333333332
2010-07-16 20:00:00,27.22222222222222
2010-07-16 21:00:00,26.666666666666668
2010-07-16 22:00:00,26.11111111111111
2010-07-16 23:00:00,25.0
